gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B_cells	DC	EVT_1	EVT_2	Endo_F	Endo_L	Endo_M	GC	Granulocytes	HOFB	ILC3	M3	MO	NK	PV MMP11	PV MYH11	PV STEAP4	Plasma	SCT	T_cells	VCT	VCT_CCC	VCT_fusing	VCT_p	dDC	dEpi_lumenal	dEpi_secretory	dM1	dM2	dNK1	dNK2	dNK3	dS1	dS2	dS3	dT_cells	dT_regs	eEVT	fF1	fF2	iEVT	uSMC
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC092C6BB7D	FZD3	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.053	0.0	0.009	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.011	0.0	0.094	0.088	0.0	0.209	0.0	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.085	0.071	0.069	0.0	0.0	0.0	0.029	0.071	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0456BB36C	FZD3	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.053	0.0	0.009	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.011	0.0	0.094	0.088	0.0	0.209	0.0	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.085	0.071	0.069	0.0	0.0	0.0	0.029	0.071	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC073544134	FZD3	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.053	0.0	0.009	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.011	0.0	0.094	0.088	0.0	0.209	0.0	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.085	0.071	0.069	0.0	0.0	0.0	0.029	0.071	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0AEC52E73	FZD3	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.053	0.0	0.009	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.011	0.0	0.094	0.088	0.0	0.209	0.0	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.085	0.071	0.069	0.0	0.0	0.0	0.029	0.071	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC05E4FA547	FZD3	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.053	0.0	0.009	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.011	0.0	0.094	0.088	0.0	0.209	0.0	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.085	0.071	0.069	0.0	0.0	0.0	0.029	0.071	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC03C02374B	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC06CA35957	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC00D0D0EC3	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC03F9E6AC5	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC015580274	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0C646FE07	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0E6C99C1D	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC063989793	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0B739B6BE	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC018C0B727	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0D8C38952	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC04617C8EB	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC08BCEE850	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0AC0FE01C	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0ECDB073E	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC050D66C45	FZD3	0.0	0.0	0.075	0.125	0.0	0.0	0.043	0.0	0.0	0.009	0.04	0.0	0.0	0.0	0.077	0.143	0.133	0.0	0.011	0.0	0.094	0.088	0.0	0.104	0.143	0.0	0.054	0.007	0.022	0.0	0.0	0.0	0.088	0.131	0.177	0.0	0.0	0.0	0.029	0.143	0.0	0.082
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC09D3FA32B	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0953D36EF	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC060CAF2BD	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC001BD2F39	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC05D7BF6AC	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC09E6AC2F5	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0BCA5D6A5	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC09C59F73D	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC016937C58	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0D721C667	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC056F2D04E	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0BAD0A831	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC090C59110	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0BEC869BA	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0CDC53EF1	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC096736E48	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0560E3B5F	FZD4	0.0	0.0	0.0	0.0	0.133	0.056	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.007	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0C22F42DF	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC010561E8D	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC06E0B84C9	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0594F894D	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0B6207B1C	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC092B44A03	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0DCBE8C69	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC04AF69F59	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0E149DD74	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC09771D617	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0B2882B83	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0D9880D62	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0B4243FE6	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC023CD2194	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0F7419D8D	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0B697A1AC	FZD4	0.0	0.0	0.019	0.0	0.133	0.056	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.006	0.014	0.011	0.0	0.0	0.0	0.025	0.06	0.023	0.0	0.0	0.071	0.087	0.0	0.0	0.024
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC081332276	FZD5	0.0	0.0	0.0	0.0	0.067	0.0	0.029	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.128	0.147	0.05	0.269	0.0	0.0	0.024	0.0	0.022	0.0	0.0	0.0	0.006	0.007	0.008	0.0	0.0	0.0	0.019	0.0	0.0	0.041
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC012DB3194	FZD5	0.0	0.0	0.0	0.0	0.067	0.0	0.029	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.128	0.147	0.05	0.269	0.0	0.0	0.024	0.0	0.022	0.0	0.0	0.0	0.006	0.007	0.008	0.0	0.0	0.0	0.019	0.0	0.0	0.041
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC08E2BBB8C	FZD5	0.0	0.0	0.0	0.0	0.067	0.0	0.029	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.128	0.147	0.05	0.269	0.0	0.0	0.024	0.0	0.022	0.0	0.0	0.0	0.006	0.007	0.008	0.0	0.0	0.0	0.019	0.0	0.0	0.041
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC04CC06812	FZD5	0.0	0.0	0.0	0.0	0.067	0.0	0.029	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.128	0.147	0.05	0.269	0.0	0.0	0.024	0.0	0.022	0.0	0.0	0.0	0.006	0.007	0.008	0.0	0.0	0.0	0.019	0.0	0.0	0.041
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC03346B36E	FZD5	0.0	0.0	0.0	0.0	0.067	0.0	0.029	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.128	0.147	0.05	0.269	0.0	0.0	0.024	0.0	0.022	0.0	0.0	0.0	0.006	0.007	0.008	0.0	0.0	0.0	0.019	0.0	0.0	0.041
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC0FBD05A5F	FZD5	0.0	0.0	0.0	0.0	0.067	0.0	0.029	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.128	0.147	0.05	0.269	0.0	0.0	0.024	0.0	0.022	0.0	0.0	0.0	0.006	0.007	0.008	0.0	0.0	0.0	0.019	0.0	0.0	0.041
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC0AA850318	FZD5	0.0	0.0	0.0	0.0	0.067	0.0	0.029	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.128	0.147	0.05	0.269	0.0	0.0	0.024	0.0	0.022	0.0	0.0	0.0	0.006	0.007	0.008	0.0	0.0	0.0	0.019	0.0	0.0	0.041
